Code,Year,GDP Per Capita
ZAF,2014,13993.2705
,2014,4906.2563
KOR,2014,37967.477
ESP,2014,35983.81
LKA,2014,11768.0205
,2014,3852.0571
SDN,2014,4776.62
SUR,2014,19628.99
SWE,2014,49258.996
CHE,2014,66930.87
TJK,2014,2858.213
TZA,2014,2246.345
THA,2014,15509.181
TGO,2014,1856.9048
TON,2014,5552.8784
TTO,2014,30900.432
TUN,2014,10767.223
TUR,2014,24897.002
TKM,2014,11989.653
TCA,2014,24661.145
TUV,2014,3521.3286
UGA,2014,2067.7954
UKR,2014,12385.813
ARE,2014,64334.09
GBR,2014,44026.527
USA,2014,57301.6
,2014,14106.693
URY,2014,22722.05
UZB,2014,6075.1924
VUT,2014,2917.678
VNM,2014,7641.9097
OWID_WRL,2014,15139.448
ZMB,2014,3375.9412
ZWE,2014,2316.9546
AFG,2015,2108.714
ALB,2015,11878.495
DZA,2015,11751.634
AGO,2015,7966.8857
ATG,2015,20584.148
ARG,2015,23933.887
ARM,2015,11506.039
ABW,2015,36099.94
AUS,2015,47543.082
AUT,2015,52873.86
AZE,2015,14852.611
BHS,2015,34023.72
BHR,2015,48453.727
BGD,2015,4337.3857
BRB,2015,15822.1
BLR,2015,18362.695
BEL,2015,49456.4
BLZ,2015,9331.3125
BEN,2015,2849.8203
BMU,2015,77842.75
BTN,2015,10445.576
BOL,2015,7825.7666
BIH,2015,12437.57
BWA,2015,13682.2
BRA,2015,15011.577
BRN,2015,62170.086
BGR,2015,19982.867
BFA,2015,1862.8547
BDI,2015,781.5793
KHM,2015,3565.245
CMR,2015,3614.7556
CAN,2015,47507.453
CPV,2015,6691.9316
CYM,2015,68135.46
CAF,2015,795.03705
TCD,2015,1853.2594
CHL,2015,24464.746
CHN,2015,12612.352
COL,2015,14215.688
COM,2015,3150.8777
COG,2015,5287.6626
CRI,2015,18956.191
CIV,2015,4423.8267
HRV,2015,24984.914
CUW,2015,25739.922
CYP,2015,34453.39
CZE,2015,36168.418
COD,2015,1032.5719
DNK,2015,52892.645
DJI,2015,4073.6226
DMA,2015,12063.8955
DOM,2015,15145.47
,2015,14982.719
TLS,2015,3237.067
ECU,2015,11908.216
EGY,2015,10534.882
SLV,2015,8263.644
GNQ,2015,24563.5
EST,2015,31038.805
SWZ,2015,8088.7344
ETH,2015,1750.6727
,2015,32689.861
,2015,40748.29
FJI,2015,11903.502
FIN,2015,45072.59
FRA,2015,43345.785
GAB,2015,14892.036
GMB,2015,1905.823
GEO,2015,12605.14
DEU,2015,51159.297
GHA,2015,4616.6196
GRC,2015,28260.387
GRD,2015,13948.699
GTM,2015,8125.656
GIN,2015,2053.1116
GNB,2015,1748.0292
GUY,2015,11446.802
HTI,2015,3153.1196
,2015,46891.43
HND,2015,5180.1865
HKG,2015,57214.703
HUN,2015,27523.68
ISL,2015,52142.934
IND,2015,5411.8755
IDN,2015,10121.841
IRN,2015,14010.858
IRQ,2015,9371.214
IRL,2015,71845.44
ISR,2015,37632.82
ITA,2015,40247.83
JAM,2015,9800.507
JPN,2015,40402.582
JOR,2015,9912.713
KAZ,2015,24290.418
KEN,2015,4163.925
KIR,2015,2038.5217
OWID_KOS,2015,9445.106
KWT,2015,53808.125
KGZ,2015,4805.141
LAO,2015,6499.0728
,2015,16111.032
LVA,2015,26628.355
LBN,2015,16591.797
LSO,2015,2624.915
LBR,2015,1581.055
LBY,2015,19108.943
LTU,2015,30748.197
,2015,1866.6488
,2015,5967.3896
LUX,2015,113182.73
MAC,2015,116854.266
MDG,2015,1508.3744
MWI,2015,1440.6184
MYS,2015,24151.256
MDV,2015,18273.73
MLI,2015,2060.0986
MLT,2015,39903.04
MHL,2015,4190.388
MRT,2015,5151.898
MUS,2015,20545.17
MEX,2015,20296.566
FSM,2015,3429.8022
,2015,15918.007
,2015,10083.457
MDA,2015,10216.371
MNG,2015,11134.802
MNE,2015,18263.725
MAR,2015,7687.691
MOZ,2015,1279.3092
MMR,2015,4214.373
NAM,2015,10813.227
NRU,2015,9679.103
NPL,2015,3260.035
NLD,2015,52974.117
NZL,2015,41014.688
NIC,2015,5563.0474
NER,2015,1124.3676
NGA,2015,5429.0996
,2015,57331.336
MKD,2015,15139.344
NOR,2015,63371.887
OMN,2015,35188.023
PAK,2015,4507.8755
PLW,2015,18402.848
PSE,2015,6048.9766
PAN,2015,29551.367
PNG,2015,3813.1804
PRY,2015,12806.097
PER,2015,12015.1875
PHL,2015,7235.0815
POL,2015,27667.69
PRT,2015,31118.791
PRI,2015,34311.03
QAT,2015,101971.99
ROU,2015,23933.29
RUS,2015,25488.096
RWA,2015,1845.5582
KNA,2015,28202.912
LCA,2015,14384.199
VCT,2015,12723.346
WSM,2015,5811.106
SMR,2015,57542.984
STP,2015,3186.3984
SAU,2015,48535.16
SEN,2015,3012.3833
SRB,2015,15578.311
SYC,2015,25960.328
SLE,2015,1515.8308
SGP,2015,89248.125
SXM,2015,48195.484
SVK,2015,28805.387
SVN,2015,33799.727
SLB,2015,2534.7698
SOM,2015,1444.0901
ZAF,2015,13887.211
,2015,5199.615
KOR,2015,38828.742
ESP,2015,37394.055
LKA,2015,12207.091
,2015,3862.8228
SDN,2015,4718.919
SUR,2015,18768.572
SWE,2015,50928.965
CHE,2015,67261.59
TJK,2015,2959.9707
TZA,2015,2306.6675
THA,2015,15919.37
TGO,2015,1910
TON,2015,5644.633
TTO,2015,30460.375
TUN,2015,10750.237
TUR,2015,26061.832
TKM,2015,12540.284
TCA,2015,26284.723
TUV,2015,3895.998
UGA,2015,2108.8604
UKR,2015,11216.118
ARE,2015,68076.63
GBR,2015,44648.844
USA,2015,58420.703
,2015,14541.054
URY,2015,22731.521
UZB,2015,6401.115
VUT,2015,2859.3992
VNM,2015,8091.0894
OWID_WRL,2015,15461.115
ZMB,2015,3365.3792
ZWE,2015,2313.8787
AFG,2016,2101.422
ALB,2016,12291.902
DZA,2016,11888.323
AGO,2016,7487.9253
ATG,2016,21280.645
ARG,2016,23189.527
ARM,2016,11580.384
ABW,2016,36504.688
AUS,2016,48107.066
AUT,2016,53345.742
AZE,2016,14232.192
BHS,2016,33484.535
BHR,2016,48486.305
BGD,2016,4589.0938
BRB,2016,16190.236
BLR,2016,17883.19
BEL,2016,49829.926
BLZ,2016,9141.245
BEN,2016,2859.3916
BMU,2016,78149.35
BTN,2016,11196.7705
BOL,2016,8034.173
BIH,2016,13000.695
BWA,2016,14373.339
BRA,2016,14402.494
BRN,2016,59980.99
BGR,2016,20732.58
BFA,2016,1916.7563
BDI,2016,764.3366
KHM,2016,3761.9114
CMR,2016,3667.3228
CAN,2016,47460.37
CPV,2016,6900.561
CYM,2016,68824.43
CAF,2016,818.396
TCD,2016,1683.4781
CHL,2016,24599.375
CHN,2016,13399.138
COL,2016,14358.168
COM,2016,3185.6296
COG,2016,4714.4385
CRI,2016,19553.6
CIV,2016,4620.349
HRV,2016,26056.287
CUW,2016,25196.512
CYP,2016,36509.355
CZE,2016,37014.96
COD,2016,1021.3272
DNK,2016,54185.008
DJI,2016,4291.2974
DMA,2016,12385.27
DOM,2016,15967.202
,2016,15617.488
TLS,2016,3294.8655
ECU,2016,11587.825
EGY,2016,10765.829
SLV,2016,8447.104
GNQ,2016,21566.057
EST,2016,32008.934
SWZ,2016,8113.2397
ETH,2016,1864.4877
,2016,33155.633
,2016,41485.742
FJI,2016,12179.07
FIN,2016,46206.79
FRA,2016,43705.15
GAB,2016,14783.078
GMB,2016,1889.1381
GEO,2016,12963.744
DEU,2016,51879.67
GHA,2016,4662.011
GRC,2016,28239.92
GRD,2016,14351.394
GTM,2016,8206.048
GIN,2016,2217.1094
GNB,2016,1811.301
GUY,2016,11819.142
HTI,2016,3165.2957
,2016,47504.21
HND,2016,5287.253
HKG,2016,58098.406
HUN,2016,28212.613
ISL,2016,54665.766
IND,2016,5789.678
IDN,2016,10519.295
IRN,2016,14968.595
IRQ,2016,10404.204
IRL,2016,72293.21
ISR,2016,38570.87
ITA,2016,40837.74
JAM,2016,9906.04
JPN,2016,40727.97
JOR,2016,9633.101
KAZ,2016,24210.863
KEN,2016,4244.8574
KIR,2016,1997.8575
OWID_KOS,2016,10031.048
KWT,2016,53476.12
KGZ,2016,4912.3823
LAO,2016,6850.581
,2016,15929.458
LVA,2016,27509.336
LBN,2016,17227.504
LSO,2016,2687.4863
LBR,2016,1525.458
LBY,2016,18554.48
LTU,2016,31925.803
,2016,1903.5065
,2016,6238.9507
LUX,2016,116283.7
MAC,2016,113940.48
MDG,2016,1528.5618
MWI,2016,1437.0421
MYS,2016,24859.797
MDV,2016,18674.303
MLI,2016,2112.187
MLT,2016,40318.957
MHL,2016,4375.981
MRT,2016,5080.807
MUS,2016,21324.064
MEX,2016,20423.559
FSM,2016,3446.1003
,2016,16354.35
,2016,10426.732
MDA,2016,10816.09
MNG,2016,11058.95
MNE,2016,18798.021
MAR,2016,7632.1855
MOZ,2016,1298.1354
MMR,2016,4433.664
NAM,2016,10627.635
NRU,2016,10223.102
NPL,2016,3244.6743
NLD,2016,53847.83
NZL,2016,41628.4
NIC,2016,5734.3677
NER,2016,1143.8174
NGA,2016,5209.074
,2016,57812.95
MKD,2016,15553.534
NOR,2016,63547.688
OMN,2016,35229.953
PAK,2016,4746.718
PLW,2016,18364.799
PSE,2016,6438.9336
PAN,2016,30481.771
PNG,2016,3924.4238
PRY,2016,13163.74
PER,2016,12321.318
PHL,2016,7616.05
POL,2016,28497.104
PRT,2016,31847.537
PRI,2016,34539.586
QAT,2016,97783.12
ROU,2016,24758.818
RUS,2016,25490.709
RWA,2016,1908.552
KNA,2016,29310.443
LCA,2016,14810.646
VCT,2016,13316.229
WSM,2016,6214.8228
SMR,2016,58432.504
STP,2016,3293.9004
SAU,2016,48691.27
SEN,2016,3118.0244
SRB,2016,16182.934
SYC,2016,26923.008
SLE,2016,1573.5012
SGP,2016,91270.64
SXM,2016,47269.09
SVK,2016,29327.516
SVN,2016,34853.043
SLB,2016,2609.79
SOM,2016,1479.9875
ZAF,2016,13844.276
,2016,5537.209
KOR,2016,39814.66
ESP,2016,38497.484
LKA,2016,12770.843
,2016,3823.0452
SDN,2016,4733.0176
SUR,2016,17662.473
SWE,2016,51334.434
CHE,2016,67907.39
TJK,2016,3091.224
TZA,2016,2381.2224
THA,2016,16393.314
TGO,2016,1941.6276
TON,2016,6039.1587
TTO,2016,27992.12
TUN,2016,10751.397
TUR,2016,26568.02
TKM,2016,13086.014
TCA,2016,26931.729
TUV,2016,4126.0093
UGA,2016,2137.2073
UKR,2016,11536.316
ARE,2016,71244.586
GBR,2016,45162.996
USA,2016,58965.99
,2016,14995.433
URY,2016,23041.506
UZB,2016,6663.9497
VUT,2016,2921.8083
VNM,2016,8545.702
OWID_WRL,2016,15777.592
ZMB,2016,3384.268
ZWE,2016,2286.6235
AFG,2017,2096.093
ALB,2017,12771.054
DZA,2017,11809.483
AGO,2017,7216.0615
ATG,2017,21672.045
ARG,2017,23597.117
ARM,2017,12509.64
ABW,2017,38868.332
AUS,2017,48418.56
AUT,2017,54172.99
AZE,2017,14121.407
BHS,2017,34067.848
BHR,2017,48929.445
BGD,2017,4830.7764
BRB,2017,16233.792
BLR,2017,18356.066
BEL,2017,50442.27
BLZ,2017,8798.699
BEN,2017,2933.8374
BMU,2017,81834.95
BTN,2017,11619.064
BOL,2017,8244.934
BIH,2017,13582.267
BWA,2017,14656.773
BRA,2017,14477.861
BRN,2017,60173.05
BGR,2017,21458.049
BFA,2017,1978.155
BDI,2017,750.7876
KHM,2017,3972.724
CMR,2017,3691.0947
CAN,2017,48317.176
CPV,2017,7130.854
CYM,2017,69534.77
CAF,2017,839.60004
TCD,2017,1579.7606
CHL,2017,24546.912
CHN,2017,14243.532
COL,2017,14334.915
COM,2017,3240.1792
COG,2017,4345.519
CRI,2017,20168.22
CIV,2017,4836.0483
HRV,2017,27267.51
CUW,2017,24795.594
CYP,2017,38288.27
CZE,2017,38824.887
COD,2017,1023.53986
DNK,2017,55356.68
DJI,2017,4451.684
DMA,2017,11511.606
DOM,2017,16524.533
,2017,16337.971
TLS,2017,3143.3245
ECU,2017,11679.431
EGY,2017,10995.006
SLV,2017,8617.922
GNQ,2017,19617.844
EST,2017,33821.934
SWZ,2017,8213.921
ETH,2017,1987.9688
,2017,34060.496
,2017,42665.477
FJI,2017,12822.014
FIN,2017,47570.133
FRA,2017,44577.066
GAB,2017,14478.13
GMB,2017,1927.0399
GEO,2017,13589.707
DEU,2017,53071.457
GHA,2017,4929.568
GRC,2017,28604.861
GRD,2017,14870.031
GTM,2017,8322.217
GIN,2017,2383.5789
GNB,2017,1872.3093
GUY,2017,12193.622
HTI,2017,3200.0422
,2017,48417.555
HND,2017,5447.6987
HKG,2017,59842.215
HUN,2017,29496.164
ISL,2017,55638.492
IND,2017,6112.0664
IDN,2017,10941.921
IRN,2017,15163.292
IRQ,2017,9976.8545
IRL,2017,78168.97
ISR,2017,39448.14
ITA,2017,41581.12
JAM,2017,9984.577
JPN,2017,41444.215
JOR,2017,9629.103
KAZ,2017,24862.967
KEN,2017,4312.9087
KIR,2017,1970.8259
OWID_KOS,2017,10436.169
KWT,2017,50007.3
KGZ,2017,5046.6914
LAO,2017,7211.2593
,2017,16075.074
LVA,2017,28673.562
LBN,2017,17808.076
LSO,2017,2571.074
LBR,2017,1533.4113
LBY,2017,24212.91
LTU,2017,33761.87
,2017,1933.1627
,2017,6475.1855
LUX,2017,114985.84
MAC,2017,122838.38
MDG,2017,1548.1564
MWI,2017,1454.7775
MYS,2017,25935.139
MDV,2017,19221.967
MLI,2017,2153.8457
MLT,2017,43493.727
MHL,2017,4649.231
MRT,2017,5259.063
MUS,2017,22143.826
MEX,2017,20582.252
FSM,2017,3522.3494
,2017,16391.51
,2017,10833.217
MDA,2017,11464.019
MNG,2017,11431.498
MNE,2017,19682.41
MAR,2017,7921.619
MOZ,2017,1291.6715
MMR,2017,4670.0806
NAM,2017,10335.268
NRU,2017,9359.986
NPL,2017,3495.5288
NLD,2017,55088.633
NZL,2017,42204.746
NIC,2017,5915.3896
NER,2017,1155.9739
NGA,2017,5120.0054
,2017,58740.645
MKD,2017,15706.54
NOR,2017,64589.555
OMN,2017,34218.387
PAK,2017,4891.7197
PLW,2017,17594.994
PSE,2017,6401.7407
PAN,2017,31638.152
PNG,2017,3967.016
PRY,2017,13604.175
PER,2017,12442.746
PHL,2017,8001.7563
POL,2017,29958.121
PRT,2017,33044.715
PRI,2017,34363.746
QAT,2017,92177.59
ROU,2017,26943.463
RUS,2017,25926.443
RWA,2017,1934.9729
KNA,2017,29317.594
LCA,2017,15247.463
VCT,2017,13575.416
WSM,2017,6238.904
SMR,2017,58201.527
STP,2017,3373.2642
SAU,2017,47551.86
SEN,2017,3259.1926
SRB,2017,16611.13
SYC,2017,27336.607
SLE,2017,1593.5154
SGP,2017,95334.15
SXM,2017,43055.543
SVK,2017,30142.367
SVN,2017,36507.555
SLB,2017,2625.1345
SOM,2017,1558.2944
ZAF,2017,13950.453
,2017,5827.2603
KOR,2017,40957.418
ESP,2017,39550.188
LKA,2017,13544.519
,2017,3824.3796
SDN,2017,4613.95
SUR,2017,17753.06
SWE,2017,51947.953
CHE,2017,68193.51
TJK,2017,3236.4395
TZA,2017,2457.5693
THA,2017,17008.04
TGO,2017,1970.2148
TON,2017,6257.09
TTO,2017,26481.072
TUN,2017,10874.947
TUR,2017,28193.174
TKM,2017,13703.513
TCA,2017,25207.832
TUV,2017,4236.3994
UGA,2017,2128.397
UKR,2017,11860.561
ARE,2017,71182.37
GBR,2017,46048.2
USA,2017,59907.754
,2017,15621.961
URY,2017,23384.74
UZB,2017,6840.71
VUT,2017,3031.2432
VNM,2017,9050.6875
OWID_WRL,2017,16186.471
ZMB,2017,3395.4797
ZWE,2017,2331.7808
AFG,2018,2060.699
ALB,2018,13317.185
DZA,2018,11725.878
AGO,2018,6878.59
ATG,2018,23050.686
ARG,2018,22747.242
ARM,2018,13231.431
ABW,2018,39597.66
AUS,2018,49085.934
AUT,2018,55217.285
AZE,2018,14209.593
BHS,2018,34810.277
BHR,2018,48937.66
BGD,2018,5124.4985
BRB,2018,16063.454
BLR,2018,18974.746
BEL,2018,51113.48
BLZ,2018,8719.991
BEN,2018,3040.1672
BMU,2018,81423.41
BTN,2018,11931.663
BOL,2018,8466.293
BIH,2018,14267.606
BWA,2018,14961.831
BRA,2018,14619.591
BRN,2018,59650.23
BGR,2018,22196.02
BFA,2018,2051.2185
BDI,2018,740.44824
KHM,2018,4217.6216
CMR,2018,3732.5012
CAN,2018,48946.246
CPV,2018,7314.3013
CYM,2018,71046.02
CAF,2018,854.64746
TCD,2018,1563.544
CHL,2018,25071.99
CHN,2018,15133.996
COL,2018,14426.435
COM,2018,3294.832
COG,2018,4144.949
CRI,2018,20503.277
CIV,2018,4941.794
HRV,2018,28288.168
CUW,2018,24401.684
CYP,2018,39977.312
CZE,2018,39941.285
COD,2018,1048.2465
DNK,2018,56178.773
DJI,2018,4589.3784
DMA,2018,11849.302
DOM,2018,17484.121
,2018,17065.322
TLS,2018,3075.5103
ECU,2018,11608.419
EGY,2018,11363.318
SLV,2018,8812.925
GNQ,2018,17764.969
EST,2018,34979.867
SWZ,2018,8343.923
ETH,2018,2067.4565
,2018,34756.445
,2018,43556.344
FJI,2018,13311.167
FIN,2018,48048.523
FRA,2018,45245.96
GAB,2018,14254.462
GMB,2018,2012.5908
GEO,2018,14253.409
DEU,2018,53431.395
GHA,2018,5125.2495
GRC,2018,29141.174
GRD,2018,15401.78
GTM,2018,8469.115
GIN,2018,2471.719
GNB,2018,1851.8866
GUY,2018,12374.208
HTI,2018,3209.4297
,2018,49334.363
HND,2018,5561.2627
HKG,2018,61055.33
HUN,2018,31117.28
ISL,2018,56816.566
IND,2018,6436.1533
IDN,2018,11397.432
IRN,2018,14691.185
IRQ,2018,9995.05
IRL,2018,83746.15
ISR,2018,40270.426
ITA,2018,42045.92
JAM,2018,10160.764
JPN,2018,41763.82
JOR,2018,9584.507
KAZ,2018,25544.346
KEN,2018,4464.813
KIR,2018,2039.4298
OWID_KOS,2018,10755.168
KWT,2018,48943.008
KGZ,2018,5133.152
LAO,2018,7546.3345
,2018,16197.657
LVA,2018,30051.018
LBN,2018,17937.568
LSO,2018,2501.43
LBR,2018,1521.7335
LBY,2018,25734.168
LTU,2018,35446.707
,2018,1950.5111
,2018,6704.649
LUX,2018,114164.47
MAC,2018,128220.336
MDG,2018,1557.3225
MWI,2018,1478.4248
MYS,2018,26835.807
MDV,2018,20149.604
MLI,2018,2185.5757
MLT,2018,45116.074
MHL,2018,5040.306
MRT,2018,5367.2144
MUS,2018,23018.516
MEX,2018,20789.361
FSM,2018,3513.9263
,2018,16445.59
,2018,11231.761
MDA,2018,12142.73
MNG,2018,12052.294
MNE,2018,20686.713
MAR,2018,8072.0864
MOZ,2018,1297.8695
MMR,2018,4927.2524
NAM,2018,10266.171
NRU,2018,9896.362
NPL,2018,3719.3079
NLD,2018,56060.914
NZL,2018,42916.87
NIC,2018,5636.7153
NER,2018,1193.2727
NGA,2018,5089.778
,2018,60088.99
MKD,2018,16145.634
NOR,2018,64696.473
OMN,2018,34212.105
PAK,2018,5113.434
PLW,2018,17816.092
PSE,2018,6318.21
PAN,2018,32259.22
PNG,2018,3865.0115
PRY,2018,13848.499
PER,2018,12696.236
PHL,2018,8365.732
POL,2018,31739.258
PRT,2018,34040.727
PRI,2018,34223.094
QAT,2018,91461.62
ROU,2018,28736.217
RUS,2018,26656.41
RWA,2018,2049.6235
KNA,2018,29934.469
LCA,2018,15622.774
VCT,2018,14042.174
WSM,2018,6139.6294
SMR,2018,58898.06
STP,2018,3465.8398
SAU,2018,47714.113
SEN,2018,3368.8586
SRB,2018,17452.916
SYC,2018,28080.635
SLE,2018,1610.3232
SGP,2018,98280.04
SXM,2018,39788.445
SVK,2018,31313.82
SVN,2018,37995.715
SLB,2018,2633.3342
SOM,2018,1547.9973
ZAF,2018,13995.0625
,2018,6124.37
KOR,2018,41965.89
ESP,2018,40276.906
LKA,2018,13753.055
,2018,3831.0264
SDN,2018,4349.21
SUR,2018,18438.348
SWE,2018,52349.293
CHE,2018,69629.336
TJK,2018,3405.1135
TZA,2018,2511.8293
THA,2018,17669.045
TGO,2018,2014.9418
TON,2018,6287.9907
TTO,2018,25864.945
TUN,2018,11046.682
TUR,2018,28652.21
TKM,2018,14321.14
TCA,2018,25567.918
TUV,2018,4280.5435
UGA,2018,2186.9072
UKR,2018,12336.927
ARE,2018,71550.555
GBR,2018,46412.54
USA,2018,61348.457
,2018,16243.095
URY,2018,23388.129
UZB,2018,7118.2036
VUT,2018,3045.0955
VNM,2018,9636.014
OWID_WRL,2018,16588.588
ZMB,2018,3425.949
ZWE,2018,2399.6216
AFG,2019,2079.9219
ALB,2019,13653.249
DZA,2019,11627.28
AGO,2019,6602.269
ATG,2019,23638.686
ARG,2019,22071.748
ARM,2019,14317.553
ABW,2019,38511.336
AUS,2019,49420.94
AUT,2019,55769.684
AZE,2019,14442.041
BHS,2019,34324.996
BHR,2019,49768.977
BGD,2019,5467.2075
BRB,2019,16077.515
BLR,2019,19288.041
BEL,2019,51977.17
BLZ,2019,8925.19
BEN,2019,3156.4387
BMU,2019,81681.73
BTN,2019,12530.171
BOL,2019,8528.749
BIH,2019,14851.738
BWA,2019,15117.685
BRA,2019,14685.128
BRN,2019,61424.363
BGR,2019,23254.787
BFA,2019,2106.0361
BDI,2019,729.65845
KHM,2019,4464.2944
CMR,2019,3756.5095
CAN,2019,49169.12
CPV,2019,7743.479
CYM,2019,72432.5
CAF,2019,861.7668
TCD,2019,1561.9967
CHL,2019,24809.861
CHN,2019,15977.764
COL,2019,14616.135
COM,2019,3290.6506
COG,2019,4093.9907
CRI,2019,20818.062
CIV,2019,5132.342
HRV,2019,29412.422
CUW,2019,23903.621
CYP,2019,41741.805
CZE,2019,40989.727
COD,2019,1059.8921
DNK,2019,56813.965
DJI,2019,4768.113
DMA,2019,12395.421
DOM,2019,18171.06
,2019,17709.883
TLS,2019,3740.4346
ECU,2019,11390.217
EGY,2019,11780.962
SLV,2019,9015.664
GNQ,2019,16240.37
EST,2019,36153.434
SWZ,2019,8501.267
ETH,2019,2181.659
,2019,35332.418
,2019,44370.934
FJI,2019,13241.546
FIN,2019,48583.434
FRA,2019,45922.793
GAB,2019,14478.002
GMB,2019,2083.309
GEO,2019,14989.258
DEU,2019,53884.375
GHA,2019,5345.9414
GRC,2019,29720.17
GRD,2019,15394.03
GTM,2019,8673.002
GIN,2019,2545.1401
GNB,2019,1890.5331
GUY,2019,12820.503
HTI,2019,3112.296
,2019,49994.82
HND,2019,5613.6606
HKG,2019,59592.035
HUN,2019,32645.664
ISL,2019,56615.305
IND,2019,6617.13
IDN,2019,11857.789
IRN,2019,14084.354
IRQ,2019,10299.316
IRL,2019,86984.984
ISR,2019,41151.008
ITA,2019,42739.05
JAM,2019,10244.366
JPN,2019,41654.33
JOR,2019,9534.661
KAZ,2019,26351.805
KEN,2019,4601.2114
KIR,2019,1963.5349
OWID_KOS,2019,11318.459
KWT,2019,47314.797
KGZ,2019,5258.3667
LAO,2019,7840.0713
,2019,16178.053
LVA,2019,30438.453
LBN,2019,17185.047
LSO,2019,2435.2864
LBR,2019,1455.6377
LBY,2019,22535.445
LTU,2019,37198.875
,2019,1979.0868
,2019,6852.3877
LUX,2019,115209.6
MAC,2019,122549.74
MDG,2019,1585.4717
MWI,2019,1517.7031
MYS,2019,27674.398
MDV,2019,20988.092
MLI,2019,2219.0466
MLT,2019,46438.664
MHL,2019,5719.19
MRT,2019,5392.9326
MUS,2019,23676.414
MEX,2019,20553.955
FSM,2019,3540.8438
,2019,16331.92
,2019,11539.141
MDA,2019,12776.922
MNG,2019,12458.019
MNE,2019,21534.09
MAR,2019,8217.599
MOZ,2019,1290.1674
MMR,2019,5214.3735
NAM,2019,10009.578
NRU,2019,10529.813
NPL,2019,3922.0813
NLD,2019,56784.04
NZL,2019,43272.566
NIC,2019,5398.1074
NER,2019,1217.4355
NGA,2019,5076.368
,2019,61107.695
MKD,2019,16773.143
NOR,2019,64983.355
OMN,2019,33814.113
PAK,2019,5157.5464
PLW,2019,17799.605
PSE,2019,6245.4487
PAN,2019,32788.332
PNG,2019,3947.9338
PRY,2019,13609.723
PER,2019,12735.168
PHL,2019,8731.861
POL,2019,33159.75
PRT,2019,34945.66
PRI,2019,34792.65
QAT,2019,90762.4
ROU,2019,30001.105
RUS,2019,27254.574
RWA,2019,2190.562
KNA,2019,31178.648
LCA,2019,15460.798
VCT,2019,14183.188
WSM,2019,6346.2563
SMR,2019,60076.01
STP,2019,3482.0247
SAU,2019,47024.543
SEN,2019,3430.484
SRB,2019,18306.904
SYC,2019,29189.785
SLE,2019,1655.8433
SGP,2019,98455.33
SXM,2019,43394.668
SVK,2019,32056.78
SVN,2019,39061.25
SLB,2019,2616.9084
SOM,2019,1546.9055
ZAF,2019,13850.8955
,2019,6294.5938
KOR,2019,42758.59
ESP,2019,40782.234
LKA,2019,13639.021
,2019,3833.967
SDN,2019,4133.1304
SUR,2019,18448.979
SWE,2019,52850.57
CHE,2019,69923.93
TJK,2019,3575.282
TZA,2019,2578.8403
THA,2019,17997.133
TGO,2019,2063.7588
TON,2019,6344.4214
TTO,2019,25698.006
TUN,2019,11113.796
TUR,2019,28476.684
TKM,2019,14992.604
TCA,2019,25933.512
TUV,2019,4831.7363
UGA,2019,2250.015
UKR,2019,12804.955
ARE,2019,71782.16
GBR,2019,46909.08
USA,2019,62470.93
,2019,16766.95
URY,2019,23552.842
UZB,2019,7403.7427
VUT,2019,3070.404
VNM,2019,10252.004
OWID_WRL,2019,16877.473
ZMB,2019,3372.359
ZWE,2019,2203.3967
AFG,2020,1968.341
ALB,2020,13278.435
DZA,2020,10844.7705
AGO,2020,6029.692
ATG,2020,19062.412
ARG,2020,19694.56
ARM,2020,13357.697
ABW,2020,29236.047
AUS,2020,48651.734
AUT,2020,51854.75
AZE,2020,13726.77
BHS,2020,26132.207
BHR,2020,47994.414
BGD,2020,5591.3735
BRB,2020,14003.922
BLR,2020,19239.553
BEL,2020,49030.992
BLZ,2020,7586.0234
BEN,2020,3186.486
BMU,2020,76117.805
BTN,2020,11176.29
BOL,2020,7679.933
BIH,2020,14587.57
BWA,2020,13545.048
BRA,2020,14109.764
BRN,2020,61603.55
BGR,2020,22466.918
BFA,2020,2089.5679
BDI,2020,711.3553
KHM,2020,4276.1846
CMR,2020,3665.5105
CAN,2020,46193.176
CPV,2020,6073.3804
CYM,2020,67530.695
CAF,2020,847.765
TCD,2020,1489.1868
CHL,2020,22970.55
CHN,2020,16296.609
COL,2020,13358.298
COM,2020,3222.374
COG,2020,3748.9326
CRI,2020,19778.387
CIV,2020,5092.1636
HRV,2020,27002.2
CUW,2020,19907.123
CYP,2020,39871.87
CZE,2020,38639.98
COD,2020,1044.0712
DNK,2020,55275.062
DJI,2020,4759.259
DMA,2020,10255.859
DOM,2020,16768.426
,2020,17601.184
TLS,2020,4861.6934
ECU,2020,10356.975
EGY,2020,11989.6
SLV,2020,8294.537
GNQ,2020,15045.528
EST,2020,35883.266
SWZ,2020,8290.409
ETH,2020,2253.2358
,2020,33528.645
,2020,41824.28
FJI,2020,10961.847
FIN,2020,47371.22
FRA,2020,42344.945
GAB,2020,13903.289
GMB,2020,2042.6202
GEO,2020,13966.326
DEU,2020,51780.027
GHA,2020,5263.5264
GRC,2020,27009.207
GRD,2020,13175.521
GTM,2020,8389.106
GIN,2020,2604.1172
GNB,2020,1803.6306
GUY,2020,18430.602
HTI,2020,2970.463
,2020,47666.695
HND,2020,5028.145
HKG,2020,55892.11
HUN,2020,31232.102
ISL,2020,51684.402
IND,2020,6172.0425
